row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
510,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.482,0.059,0.241,0.073,0.51,0.234,0.164,0.083,0.078,0.772,0.006,0.044,0.17227722772277226,0.3118811881188119,0.30198019801980197,0.21386138613861386,11.0,10.0,0.287,0.222,0.108,0.094,0.117,0.281,13.0,5.6,18.56,2140.0,1510.0,b
511,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.456,0.075,0.245,0.077,0.486,0.273,0.121,0.047,0.005,0.918,0.0,0.009,0.1764705882352941,0.4466600199401794,0.2731804586241276,0.10368893320039879,12.0,12.0,0.313,0.453,0.115,0.104,,0.36,13.0,,40.04,8560.0,2870.0,b
516,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.399,0.065,0.327,0.1,0.487,0.256,0.126,0.107,0.283,0.595,0.007,0.005,0.2241555783009212,0.3889457523029683,0.24872057318321392,0.13817809621289665,14.0,10.0,0.313,0.209,0.117,0.101,0.12,0.336,12.0,6.2,21.43,3319.0,1660.0,a
518,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.457,0.079,0.364,0.15,0.463,0.235,0.172,0.252,0.087,0.654,0.006,0.008,0.2936427850655903,0.36730575176589303,0.23208879919273462,0.10696266397578204,14.0,11.0,0.321,0.199,0.099,0.091,0.13,0.306,10.0,5.41,33.91,3220.0,1999.0,b
519,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.547,0.061,0.1,0.066,0.499,0.22,0.214,0.044,0.007,0.935,0.007,0.0,0.118,0.382,0.339,0.161,11.0,11.0,0.287,0.241,0.1,0.048,0.197,0.304,13.0,,23.64,2379.0,1909.0,a
520,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.479,0.069,0.256,0.074,0.512,0.242,0.128,0.389,0.099,0.438,0.015,0.065,0.17753259779338013,0.34603811434302906,0.21163490471414242,0.26479438314944836,13.0,7.0,0.24,0.173,0.09,0.089,0.159,0.249,11.0,4.5,5.91,1459.0,1739.0,a
524,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.367,0.126,0.246,0.078,0.496,0.283,0.108,0.249,0.023,0.583,0.036,0.068,0.18854886475814414,0.25271470878578484,0.41658440276406716,0.14215202369200394,16.0,8.0,0.306,0.168,0.078,0.063,0.193,0.218,9.0,4.15,17.95,3700.0,3809.0,b
528,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.413,0.069,0.383,0.184,0.513,0.329,0.107,0.039,0.0,0.298,0.643,0.0,0.14691478942213518,0.3447600391772772,0.3535749265426053,0.1547502448579824,21.0,12.0,0.37,0.267,0.131,0.063,0.178,0.286,11.0,,76.05,1630.0,1179.0,a
530,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.548,0.047,0.127,0.074,0.491,0.233,0.172,0.098,0.02,0.848,0.0,0.004,0.10717896865520728,0.2730030333670374,0.39231547017189083,0.22750252780586452,14.0,8.0,0.292,0.223,0.077,0.059,0.095,0.235,13.0,,14.4,1550.0,859.0,b
532,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.618,0.039,0.109,0.039,0.515,0.217,0.214,0.03,0.0,0.947,0.006,0.001,0.07592407592407592,0.3606393606393606,0.33666333666333664,0.22677322677322675,10.0,12.0,0.324,0.171,0.102,0.073,0.113,0.261,9.0,,19.17,7080.0,2380.0,a
533,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.429,0.065,0.266,0.074,0.505,0.241,0.137,0.051,0.228,0.656,0.004,0.025,0.14171656686626746,0.29141716566866266,0.35429141716566864,0.21257485029940118,14.0,9.0,0.348,0.269,0.121,0.093,0.148,0.283,12.0,9.4,18.64,1410.0,1899.0,a
536,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.369,0.084,0.224,0.076,0.5,0.171,0.26,0.061,0.005,0.84,0.062,0.015,0.0744047619047619,0.2757936507936508,0.39880952380952384,0.2509920634920635,9.0,14.0,0.286,0.182,0.123,0.048,0.141,0.202,11.0,4.3,11.88,1119.0,989.0,a
538,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.501,0.061,0.233,0.05,0.512,0.225,0.13,0.246,0.231,0.431,0.01,0.073,0.1498015873015873,0.24503968253968253,0.24801587301587302,0.35714285714285715,13.0,8.0,0.271,0.177,0.096,0.084,0.212,0.219,13.0,9.9,6.62,1250.0,1080.0,a
539,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.444,0.086,0.184,0.09,0.488,0.214,0.21,0.016,0.007,0.818,0.143,0.003,0.13233830845771147,0.40497512437810945,0.3194029850746269,0.14328358208955225,13.0,12.0,0.303,0.194,0.124,0.081,0.21,0.244,11.0,,32.62,2389.0,3070.0,b
540,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.435,0.049,0.255,0.169,0.485,0.211,0.193,0.02,0.0,0.941,0.007,0.004,0.07915831663326653,0.3937875751503006,0.2925851703406813,0.23446893787575152,9.0,9.0,0.291,0.104,0.08,0.082,0.157,0.25,11.0,,30.64,5799.0,2870.0,b
542,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.388,0.087,0.268,0.114,0.495,0.26,0.138,0.024,0.089,0.876,0.0,0.004,0.19879518072289157,0.4106425702811245,0.2781124497991968,0.11244979919678715,16.0,10.0,0.379,0.238,0.103,0.103,,0.35,12.0,11.9,46.61,3920.0,2859.0,b
549,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.438,0.058,0.262,0.106,0.52,0.158,0.334,0.084,0.051,0.832,0.0,0.013,0.08806262230919765,0.2974559686888454,0.299412915851272,0.3150684931506849,7.0,14.0,0.205,0.193,0.101,0.073,0.165,0.19,11.0,4.4,11.19,1439.0,1259.0,a
550,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.562,0.044,0.116,0.046,0.516,0.254,0.127,0.029,0.04,0.889,0.005,0.019,0.05755395683453238,0.2641315519013361,0.32476875642343267,0.35354573484069884,12.0,7.0,0.299,0.159,0.078,0.073,0.229,0.242,12.0,0.8300000000000001,9.33,1940.0,2120.0,b
552,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.536,0.049,0.136,0.055,0.527,0.216,0.185,0.022,0.051,0.881,0.004,0.024,0.08151093439363817,0.2634194831013917,0.31411530815109345,0.34095427435387676,9.0,10.0,0.268,0.169,0.103,0.077,0.118,0.261,13.0,2.52,10.86,1280.0,860.0,b
554,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.413,0.066,0.233,0.048,0.507,0.223,0.193,0.005,0.009,0.965,0.003,0.003,0.1411530815109344,0.40954274353876735,0.26938369781312127,0.17992047713717693,11.0,12.0,0.343,0.244,0.128,0.084,0.11,0.315,13.0,4.92,20.7,2670.0,2649.0,b
555,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.547,0.024,0.13,0.035,0.513,0.195,0.157,0.025,0.019,0.919,0.006,0.019,0.05342741935483871,0.25201612903225806,0.2741935483870968,0.42036290322580644,10.0,9.0,0.217,0.138,0.076,0.059,0.183,0.156,10.0,1.2000000000000002,7.09,1230.0,639.0,a
556,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.528,0.071,0.182,0.058,0.501,0.216,0.185,0.02,0.011,0.917,0.038,0.009,0.05315947843530591,0.26780341023069204,0.3410230692076229,0.33801404212637914,9.0,10.0,0.276,0.207,0.103,0.06,0.195,0.184,11.0,,10.44,1099.0,740.0,a
557,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.441,0.058,0.254,0.132,0.513,0.153,0.332,0.083,0.05,0.848,0.003,0.015,0.07852882703777336,0.2982107355864811,0.30019880715705766,0.3230616302186879,7.0,13.0,0.196,0.192,0.1,0.069,0.174,0.192,11.0,3.72,14.0,1469.0,1300.0,b
559,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.322,0.109,0.212,0.08,0.501,0.212,0.137,0.0,0.014,0.976,0.004,0.004,0.2917505030181087,0.35211267605633806,0.2303822937625755,0.12575452716297789,13.0,12.0,0.367,0.302,0.14,0.106,0.095,0.384,13.0,,39.11,2799.0,2319.0,b
560,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.421,0.085,0.199,0.081,0.515,0.242,0.199,0.007,0.001,0.97,0.006,0.003,0.13279678068410464,0.4949698189134809,0.23843058350100602,0.13380281690140847,14.0,16.0,0.363,0.261,0.112,0.064,0.196,0.338,9.0,,15.579999999999998,6309.0,1570.0,b
562,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.396,0.068,0.153,0.047,0.48,0.239,0.116,0.082,0.058,0.825,0.016,0.021,0.11320754716981134,0.33267130089374386,0.34756703078450846,0.20655412115193647,18.0,8.0,0.296,0.255,0.091,0.068,0.195,0.264,12.0,1.9,11.31,1240.0,2219.0,a
564,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.519,0.057,0.121,0.057,0.495,0.218,0.185,0.024,0.005,0.962,0.006,0.005,0.09625126646403241,0.44680851063829785,0.2897669706180344,0.16717325227963525,10.0,13.0,0.308,0.195,0.091,0.065,0.251,0.241,11.0,,19.12,2819.0,1540.0,b
566,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.454,0.067,0.207,0.066,0.504,0.243,0.16,0.015,0.017,0.938,0.002,0.008,0.18217821782178217,0.42574257425742573,0.24752475247524752,0.14455445544554454,12.0,13.0,0.295,0.31,0.123,0.102,,0.314,13.0,,21.48,2689.0,2080.0,b
567,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.454,0.043,0.326,0.189,0.503,0.205,0.209,0.087,0.047,0.832,0.002,0.005,0.17244796828543107,0.33201189296333,0.3379583746283449,0.15758176412289393,8.0,12.0,0.315,,0.12,0.088,,0.265,10.0,,,3829.0,3650.0,b
568,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Federal/State government-dependent,0.432,0.094,0.388,0.15,0.515,0.31,0.112,0.023,0.0,0.322,0.633,0.005,0.11735205616850551,0.38114343029087255,0.3299899699097292,0.17151454363089266,18.0,10.0,0.314,0.348,0.132,0.09,0.204,0.305,12.0,12.2,39.63,1710.0,1049.0,a
571,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.508,0.061,0.167,0.033,0.506,0.216,0.173,0.042,0.015,0.914,0.005,0.007,0.10856573705179283,0.3655378486055777,0.35059760956175295,0.17529880478087648,10.0,11.0,0.339,0.241,0.111,0.083,0.214,0.26,12.0,2.37,10.06,1589.0,1780.0,b
572,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.479,0.041,0.265,0.093,0.498,0.233,0.172,0.07,0.027,0.783,0.102,0.004,0.1492094861660079,0.40316205533596833,0.2826086956521739,0.16501976284584982,12.0,15.0,0.352,0.314,0.137,0.075,,0.393,10.0,,22.0,,6150.0,a
574,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.493,0.033,0.315,0.204,0.499,0.344,0.124,0.035,0.003,0.94,0.002,0.004,0.35714285714285715,0.3390342052313884,0.21227364185110667,0.09154929577464789,18.0,6.0,0.348,0.189,0.099,0.059,0.103,0.273,13.0,,16.7,3789.0,3409.0,a
577,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.359,0.086,0.277,0.086,0.494,0.154,0.329,0.293,0.01,0.668,0.024,0.001,0.16398390342052316,0.341046277665996,0.3269617706237425,0.16800804828973845,10.0,20.0,0.208,0.243,0.105,0.084,0.12,0.257,10.0,,19.16,1650.0,1689.0,a
578,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.411,0.082,0.182,0.073,0.532,0.272,0.152,0.03,0.261,0.693,0.003,0.002,0.2639442231075697,0.38147410358565736,0.23306772908366535,0.12151394422310757,15.0,12.0,0.345,0.324,0.115,0.132,,0.334,13.0,,21.44,17819.0,3619.0,a
580,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.464,0.062,0.169,0.058,0.51,0.219,0.137,0.071,0.031,0.779,0.011,0.049,0.06048387096774193,0.22379032258064516,0.3810483870967742,0.33467741935483875,12.0,8.0,0.277,0.19,0.098,0.058,0.156,0.178,10.0,2.28,10.98,1569.0,1049.0,b
581,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.553,0.031,0.336,0.19,0.5,0.289,0.148,0.455,0.015,0.518,0.018,0.006,0.2517552657973922,0.2908726178535607,0.2688064192577734,0.18856569709127385,16.0,8.0,0.283,,0.099,0.08,,0.258,11.0,,27.62,5549.0,2759.0,a
582,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.408,0.083,0.226,0.075,0.515,0.227,0.186,0.005,0.317,0.661,0.0,0.005,0.21708542713567838,0.3829145728643216,0.27537688442211056,0.12462311557788945,11.0,14.0,0.355,0.263,0.146,0.126,0.106,0.349,13.0,4.39,21.05,7180.0,1789.0,b
585,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.548,0.039,0.184,0.044,0.506,0.172,0.177,0.017,0.016,0.912,0.007,0.027,0.07250755287009063,0.28398791540785495,0.2578046324269889,0.3856998992950655,8.0,9.0,0.276,0.165,0.092,0.068,0.179,0.177,11.0,1.9,10.81,1309.0,529.0,a
587,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.477,0.061,0.206,0.064,0.51,0.239,0.151,0.015,0.097,0.859,0.004,0.008,0.14904330312185296,0.42799597180261834,0.26586102719033233,0.15709969788519637,11.0,10.0,0.295,0.309,0.133,0.076,,0.353,14.0,,30.87,1620.0,1929.0,b
591,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.506,0.048,0.253,0.098,0.518,0.169,0.229,0.08,0.105,0.76,0.002,0.039,0.09466263846928498,0.2990936555891238,0.31822759315206445,0.28801611278952666,9.0,13.0,0.241,0.204,0.106,0.092,0.176,0.21,11.0,4.8,12.99,1579.0,1150.0,a
592,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.534,0.032,0.081,0.033,0.499,0.275,0.107,0.019,0.03,0.873,0.0,0.054,0.030241935483870965,0.20766129032258063,0.24294354838709678,0.5191532258064516,11.0,6.0,0.273,0.12,0.086,0.065,0.204,0.214,13.0,1.2,6.32,2009.0,820.0,a
593,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.485,0.069,0.157,0.076,0.506,0.205,0.166,0.017,0.011,0.961,0.012,0.002,0.124,0.449,0.252,0.175,11.0,11.0,0.318,0.247,0.09,0.065,0.249,0.265,13.0,,20.63,2209.0,1959.0,b
594,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.459,0.032,0.362,0.244,0.479,0.279,0.139,0.423,0.005,0.552,0.016,0.011,0.2677322677322677,0.28171828171828167,0.2447552447552447,0.20579420579420576,12.0,7.0,0.298,,0.107,0.098,,0.291,11.0,,,,,a
596,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.284,0.051,0.202,0.081,0.43,0.237,0.068,0.113,0.113,0.704,0.0,0.023,0.10009813542688911,0.3110893032384691,0.34543670264965654,0.2433758586849853,15.0,6.0,0.34,0.24,0.101,0.063,0.218,0.271,10.0,6.4,19.06,969.0,3800.0,a
598,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.466,0.059,0.274,0.115,0.503,0.223,0.156,0.015,0.012,0.938,0.018,0.003,0.05215646940822468,0.30290872617853565,0.3570712136409228,0.28786359077231694,12.0,10.0,0.212,0.174,0.073,0.056,0.182,0.193,12.0,2.5,20.78,1599.0,1339.0,a
599,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.439,0.079,0.256,0.058,0.529,0.248,0.168,0.041,0.474,0.469,0.005,0.008,0.22311557788944725,0.40804020100502514,0.25025125628140704,0.1185929648241206,14.0,12.0,0.367,0.239,0.141,0.167,,0.339,12.0,18.99,24.2,6300.0,1819.0,b
602,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.417,0.056,0.232,0.062,0.503,0.227,0.177,0.04,0.019,0.918,0.003,0.006,0.21257485029940118,0.43213572854291415,0.23852295409181637,0.11676646706586827,11.0,12.0,0.347,0.367,0.146,0.092,,0.347,13.0,6.4,25.45,2820.0,3220.0,a
606,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.469,0.06,0.22,0.077,0.503,0.223,0.171,0.032,0.106,0.815,0.006,0.008,0.17073170731707318,0.3384146341463415,0.32926829268292684,0.16158536585365854,11.0,11.0,0.266,0.251,0.113,0.099,0.15,0.299,13.0,3.7800000000000002,19.09,3470.0,2330.0,b
612,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.503,0.041,0.295,0.135,0.505,0.267,0.144,0.446,0.068,0.474,0.01,0.008,0.17217217217217215,0.3183183183183183,0.33233233233233234,0.17717717717717715,14.0,8.0,0.3,0.249,0.111,0.078,0.24,0.236,9.0,4.85,16.22,2320.0,1320.0,b
